"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"","html-button-response","11","1234023","0.0-7.0-1.0-0.0","1532120585855","7-215","7-252","null","","","","","","","","","","","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null"
"","learner","12","1335635","0.0-7.0-3.0","1532120585855","7-215","7-252","6432,8237,10020,22940,28389","","","","[245,378,545,631]","[231,589,529,692],[197,706,249,645],[284,650,540,665],[174,590,568,670],[255,360,567,637]","[295,580],[335,580],[294,610],[316,618],[335,608]","","true,true,true,true,true","864,864","true","null","",""
"","html-button-response","13","1338637","0.0-7.0-5.0-0.0","1532120585855","7-215","7-252","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","14","1500142","0.0-7.0-6.0","1532120585855","7-215","7-252","7805,27327,10723,10572,8875,10109,14724,13843","","","","[241,327,369,518]","[242,406,351,437],[272,383,341,580],[128,348,354,595],[222,453,365,663],[155,679,333,732],[207,831,307,769],[94,653,362,665],[233,348,150,620]","[307,395],[323,513],[254,378],[249,517],[320,376],[252,378],[250,441],[263,445]","","true,true,true,true,true,true,true,true","864,864","false","null","",""
"","html-button-response","15","1503145","0.0-7.0-7.0-0.0","1532120585855","7-215","7-252","null","","","","","","","","","","","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null"
"","learner","16","1638333","0.0-7.0-9.0","1532120585855","7-215","7-252","6338,9421,13199,9085,10054,9002,11113,17510","","","","[120,206,162,411]","[139,311,162,351],[88,252,110,298],[54,627,146,512],[96,230,136,476],[79,215,103,501],[110,221,138,592],[112,236,132,460],[85,242,164,485]","[203,167],[128,169],[125,408],[202,408],[131,261],[147,263],[164,263],[179,264]","","true,true,true,true,true,true,true,true","864,864","false","null","",""
"","html-button-response","17","1641336","0.0-7.0-10.0-0.0","1532120585855","7-215","7-252","null","","","","","","","","","","","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null"
"","learner","18","1833648","0.0-7.0-12.0","1532120585855","7-215","7-252","4350,7012,9950,10686,63478,23903,21208,8333","","","","[551,637,668,754]","[406,711,629,730],[458,745,535,756],[484,659,433,824],[542,662,659,822],[306,692,669,805],[552,670,624,790],[463,783,600,825],[441,811,659,785]","[559,676],[635,675],[556,747],[635,749],[636,752],[559,675],[636,675],[598,706]","","true,true,true,true,true,true,true,true","864,864","false","null","",""
"","html-button-response","19","1836651","0.0-7.0-13.0-0.0","1532120585855","7-215","7-252","null","","","","","","","","","","","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null"
"","check_point_button","20","1902981","0.0-8.0","1532120585855","7-215","7-252","66330","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","1"
