"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Learners_Guess_time","Examples","Examples_times","Inside","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"","learner","10","589269","0.0-7.0-0.0","1532727948404","28-63","13-304","11128,19234","","","","[190,336,88,307]","[188,346,85,396],[189,335,86,318]","1532728373723,1532728400708","[192,90],[337,89]","1532728362259,1532728381141","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","11","591272","0.0-7.0-2.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","12","626022","0.0-7.0-3.0","1532727948404","28-63","13-304","9906,16873","","","","[249,711,430,516]","[249,497,273,434],[249,710,430,517]","1532728418445,1532728437462","[251,431],[711,515]","1532728408206,1532728420254","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","13","628023","0.0-7.0-5.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","14","654094","0.0-7.0-6.0","1532727948404","28-63","13-304","9513,8449","","","","[618,704,147,233]","[526,625,145,633],[613,705,144,230]","1532728453294,1532728465534","[619,148],[705,233]","1532728443449,1532728456753","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","15","656095","0.0-7.0-8.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","16","733228","0.0-7.0-9.0","1532727948404","28-63","13-304","6897,12113,19708","","","","[475,749,182,484]","[312,482,179,331],[475,750,181,485],[473,748,179,484]","1532728477392,1532728491064,1532728544668","[476,184],[749,484],[752,183]","1532728470161,1532728478618,1532728524630","true,false,false","true,false,true","[864,864]","true","null","",""
"","image-button-response","17","735229","0.0-7.0-11.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","18","764163","0.0-7.0-12.0","1532727948404","28-63","13-304","12200,11320","","","","[146,306,245,668]","[147,266,243,493],[146,304,241,667]","1532728563027,1532728575603","[149,246],[306,668]","1532728550495,1532728563950","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","19","766166","0.0-7.0-14.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","check_point_button","20","769257","0.0-8.0","1532727948404","28-63","13-304","3089","","","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL 1 </font></p>","0"
"","waiting-room","21","769660","0.0-9.0","1532727948404","28-63","13-304","","","0","86773614-2607-4a9f-a248-5a13c9ea5c64","","","","","","","","","","","",""
"","learner","22","794280","0.0-10.0-0.0","1532727948404","28-63","13-304","8680,9986","","","","[280,368,94,435]","[277,726,92,299],[277,367,93,436]","1532728593947,1532728605719","[281,96],[368,435]","1532728584936,1532728595400","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","23","796282","0.0-10.0-2.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","24","1081778","0.0-10.0-3.0","1532727948404","28-63","13-304","11409,10896,17459,11833,18015,54111,14864,81425","","","","[349,435,326,714]","[348,464,323,625],[348,434,323,717],[348,433,322,714],[347,433,323,715],[344,434,320,712],[345,439,333,704],[347,439,333,707],[352,436,331,708]","1532728622406,1532728636406,1532728669049,1532728688218,1532728712625,1532728780221,1532728806382,1532728893218","[351,328],[434,715],[351,324],[435,326],[350,714],[435,709],[394,716],[393,326]","1532728610664,1532728625177,1532728651260,1532728676052,1532728694277,1532728725776,1532728791028,1532728811459","true,false,false,false,false,false,false,false","true,false,false,false,false,false,false,false","[864,864]","false","null","",""
"","image-button-response","25","1083782","0.0-10.0-4.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_down.png","null"
"","learner","26","1113761","0.0-10.0-6.0","1532727948404","28-63","13-304","10780,8350","","","","[541,700,441,527]","[149,549,288,449],[541,698,441,529]","1532728913201,1532728925202","[542,443],[701,528]","1532728902089,1532728916521","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","27","1115763","0.0-10.0-8.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","28","1135165","0.0-10.0-9.0","1532727948404","28-63","13-304","8380,7116","","","","[590,706,318,404]","[510,597,314,559],[589,710,315,409]","1532728938259,1532728946603","[591,320],[705,403]","1532728929545,1532728939154","true,true","true,true","[864,864]","true","null","",""
"","image-button-response","29","1137167","0.0-10.0-11.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","30","1169691","0.0-10.0-12.0","1532727948404","28-63","13-304","5763,8260","","","","[599,685,211,611]","[483,606,209,482],[595,689,209,609]","1532728959051,1532728981132","[600,213],[686,612]","1532728952956,1532728972541","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","31","1171693","0.0-10.0-14.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","check_point_button","32","1175225","0.0-11.0","1532727948404","28-63","13-304","3530","","","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL 2 </font></p>","0"
"","waiting-room","33","1175762","0.0-12.0","1532727948404","28-63","13-304","","","0","c3895ad1-54e6-4ff5-937b-303e4af969ca","","","","","","","","","","","",""
"","learner","34","1197616","0.0-13.0-0.0","1532727948404","28-63","13-304","6955,8872","","","","[607,760,296,691]","[363,616,293,605],[608,760,295,686]","1532728997686,1532729009054","[609,297],[759,691]","1532728990397,1532728999845","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","35","1199619","0.0-13.0-2.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","36","1215405","0.0-13.0-3.0","1532727948404","28-63","13-304","5594,6623","","","","[325,432,675,761]","[322,572,449,682],[324,437,674,766]","1532729019102,1532729026847","[326,677],[431,760]","1532729013176,1532729019888","true,true","true,true","[864,864]","true","null","",""
"","image-button-response","37","1217407","0.0-13.0-5.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","38","1241408","0.0-13.0-6.0","1532727948404","28-63","13-304","8699,6645","","","","[282,368,110,535]","[280,409,108,412],[279,371,107,532]","1532729042246,1532729052849","[284,111],[369,535]","1532729033217,1532729045873","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","39","1243410","0.0-13.0-8.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","40","1270464","0.0-13.0-9.0","1532727948404","28-63","13-304","8731,9827","","","","[311,655,423,646]","[308,565,421,524],[309,654,422,649]","1532729067617,1532729081905","[312,424],[656,647]","1532729058552,1532729071746","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","41","1272465","0.0-13.0-11.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","42","1325723","0.0-13.0-12.0","1532727948404","28-63","13-304","5492,18517,12091","","","","[304,570,447,649]","[303,607,364,453],[303,572,446,651],[301,568,445,647]","1532729092849,1532729116811,1532729137163","[305,448],[571,650],[567,632]","1532729087027,1532729097963,1532729124739","true,false,true","true,false,true","[864,864]","true","null","",""
"","image-button-response","43","1327726","0.0-13.0-14.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","check_point_button","44","1329338","0.0-14.0","1532727948404","28-63","13-304","1610","","","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL 3 </font></p>","0"
"","waiting-room","45","1330773","0.0-15.0","1532727948404","28-63","13-304","","","0","29390333-46d3-4044-b058-c289a8b8d299","","","","","","","","","","","",""
"","learner","46","1364596","0.0-16.0-0.0","1532727948404","28-63","13-304","6890,17589","","","","[613,699,188,382]","[437,620,186,506],[611,700,185,378]","1532729152859,1532729176037","[614,190],[700,382]","1532729145638,1532729158118","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","47","1366598","0.0-16.0-2.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","48","1379181","0.0-16.0-3.0","1532727948404","28-63","13-304","9297","","","","[255,353,350,517]","[252,329,347,547]","1532729190622","[256,351]","1532729180991","true","true","[864,864]","true","null","",""
"","image-button-response","49","1381183","0.0-16.0-5.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","50","1408622","0.0-16.0-6.0","1532727948404","28-63","13-304","10169,8690","","","","[323,409,176,513]","[87,323,32,176],[324,408,179,511]","1532729209094,1532729220062","[324,176],[409,513]","1532729198594,1532729211042","false,false","true,true","[864,864]","true","null","",""
"","image-button-response","51","1410624","0.0-16.0-8.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","52","1431464","0.0-16.0-9.0","1532727948404","28-63","13-304","7792,7611","","","","[621,707,559,731]","[622,762,560,801],[617,711,556,736]","1532729233735,1532729242904","[622,561],[706,730]","1532729225602,1532729234962","true,true","true,true","[864,864]","true","null","",""
"","image-button-response","53","1433466","0.0-16.0-11.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","learner","54","1459815","0.0-16.0-12.0","1532727948404","28-63","13-304","5432,9488","","","","[675,761,677,763]","[339,683,497,685],[673,761,674,762]","1532729257376,1532729271257","[676,678],[762,764]","1532729251611,1532729261437","true,false","true,true","[864,864]","true","null","",""
"","image-button-response","55","1461818","0.0-16.0-14.0-0.0","1532727948404","28-63","13-304","null","","","","","","","","","","","","","","img/thumb_up.png","null"
"","check_point_button","56","1469357","0.0-17.0","1532727948404","28-63","13-304","7538","","","","","","","","","","","","","","<p align='center' style='font-size:30px;' > COMPLETARON TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0"
