"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"","html-button-response","11","688847","0.0-6.0","1532114535514","8-403","8-223","27233","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0","","","","","","","","","","","","",""
"","waiting-room","12","689379","0.0-7.0","1532114535514","8-403","8-223","","","","","0","cccd32c7-78b7-4667-8cda-d6760fcaeaa7","","","","","","","","","","",""
"","teacher","13","841340","0.0-8.0-0.0","1532114535514","8-403","8-223","4963,3290,522,3340,2474,1169,2415,1545","","","","","","682","768","295","505","","[637,497],[810,500],[793,292],[642,298],[803,412],[644,404],[728,536],[720,263]","[682,768,295,505]","[413,585,412,508],[441,539,278,369],[700,810,95,205],[334,458,251,338],[671,788,652,744],[660,796,118,190],[688,789,558,600],[709,759,370,486]","864,864","false","null"
"","html-button-response","14","844344","0.0-8.0-1.0-0.0","1532114535514","8-403","8-223","null","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null","","","","","","","","","","","","",""
"","teacher","15","1041303","0.0-8.0-3.0","1532114535514","8-403","8-223","9172,3537,3173,3621,1162,2265,2068,3243","","","","","","157","691","500","698","[432,602],[195,611],[660,600]","[684,471],[141,469],[156,726],[691,718],[408,457]","[157,691,500,698]","[409,497,553,618],[530,584,530,586],[226,294,523,606],[408,521,622,673],[402,506,546,632],[260,372,568,612],[503,616,632,668],[360,454,618,702]","864,864","false","null"
"","html-button-response","16","1044306","0.0-8.0-4.0-0.0","1532114535514","8-403","8-223","null","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null","","","","","","","","","","","","",""
"","teacher","17","1439810","0.0-8.0-6.0","1532114535514","8-403","8-223","2197,1289,2207,3629,2775,2607,2263,2927","","","","","","432","753","329","548","[579,432],[594,514]","[430,590],[758,603],[733,294],[422,300],[776,431],[396,427]","[432,753,329,548]","[469,523,697,799],[470,534,368,443],[554,619,415,457],[410,464,340,393],[541,621,396,475],[627,705,392,441],[509,567,440,497],[503,606,412,565]","864,864","false","null"
"","html-button-response","18","1442812","0.0-8.0-7.0-0.0","1532114535514","8-403","8-223","null","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null","","","","","","","","","","","","",""
"","teacher","19","1737225","0.0-8.0-9.0","1532114535514","8-403","8-223","2246,15236,8594,109,1541,7781,1077,7677","","","","","","321","743","456","767","[520,612]","[508,401],[518,814],[273,595],[784,602],[292,432],[282,754],[760,433]","[321,743,456,767]","[498,576,218,291],[496,564,537,615],[390,493,564,659],[496,607,589,654],[494,560,573,649],[489,559,527,650],[482,557,556,616],[493,613,573,684]","864,864","false","null"
"","html-button-response","20","1740228","0.0-8.0-10.0-0.0","1532114535514","8-403","8-223","null","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null","","","","","","","","","","","","",""
"","teacher","21","1838011","0.0-8.0-12.0","1532114535514","8-403","8-223","2520,4124,3200","","","","","","507","628","183","348","[566,267],[564,206],[562,333]","","[507,628,183,348]","[557,662,240,364],[539,673,172,287],[547,687,173,376]","864,864","true","null"
"","html-button-response","22","1841015","0.0-8.0-14.0-0.0","1532114535514","8-403","8-223","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","23","1914648","0.0-9.0","1532114535514","8-403","8-223","73631","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","1","","","","","","","","","","","","",""
